Date,BTC-USD,ETH-USD,^GSPC,EURUSD=X,SI=F,ACAEUO.MI,ACAPER.MI,ACABRT.MI,XMLC.F,XDW0.DE,BRK-A,7309.T,AIGI.MI,WEAT.MI
2018-11-22,4365.93994140625,126.70600128173828,,1.1388354301452637,,,,,,28.0,,15077.603515625,9.927000045776367,0.5397999882698059
2018-11-23,4347.10986328125,123.2959976196289,2632.56005859375,1.1403158903121948,14.220999717712402,,,,,27.354999542236328,310340.0,15077.603515625,9.901000022888184,0.5461999773979187
2018-11-24,3880.760009765625,113.49400329589844,,,,,,,,,,,,
2018-11-25,4009.969970703125,116.44999694824219,,,,,,,,,,,,
2018-11-26,3779.1298828125,108.33499908447266,2673.449951171875,1.1337354183197021,14.182999610900879,,,,,27.774999618530273,316040.0,15173.515625,9.855999946594238,0.5454999804496765
2018-11-27,3820.719970703125,110.01000213623047,2682.169921875,1.1333370208740234,14.062000274658203,,,,,27.815000534057617,318696.0,15259.8388671875,9.786999702453613,0.5430999994277954
2018-11-28,4257.419921875,122.43800354003906,2743.7900390625,1.1298797130584717,14.303000450134277,,,,,27.780000686645508,325000.0,15413.298828125,9.855999946594238,0.5465999841690063
2018-11-29,4278.8466796875,117.54264831542969,2737.800048828125,1.1368545293807983,14.27299976348877,,,,,28.020000457763672,326481.0,15643.4921875,9.835000038146973,0.5404999852180481
2018-11-30,4017.2685546875,113.17141723632812,2760.169921875,1.1392766237258911,14.093999862670898,,,,,28.09000015258789,326000.0,15902.4599609375,9.960000038146973,0.5511999726295471
2018-12-01,4214.671875,118.63555908203125,,,,,,,,,,,,
2018-12-02,4139.8779296875,116.38890075683594,,,,,,,,,,,,
2018-12-03,3894.130859375,108.92501831054688,2790.3701171875,1.1342240571975708,14.380999565124512,,,,,28.610000610351562,330921.0,16123.0595703125,10.083999633789062,0.555899977684021
2018-12-04,3956.893798828125,110.21418762207031,2700.06005859375,1.135486125946045,14.520999908447266,,,,,28.584999084472656,315000.0,15758.5888671875,9.979000091552734,0.5551999807357788
2018-12-05,3753.994873046875,102.47555541992188,,1.1342884302139282,,,,,,28.1200008392334,,15576.353515625,10.003999710083008,0.5514000058174133
2018-12-06,3521.101806640625,91.76105499267578,2695.949951171875,1.13490629196167,14.390000343322754,,,,,26.96500015258789,312000.0,15346.1611328125,9.789999961853027,0.5460000038146973
2018-12-07,3419.937255859375,93.29456329345703,2633.080078125,1.1374752521514893,14.571999549865723,,,,,27.614999771118164,307674.0,15557.171875,9.862000465393066,0.5636000037193298
2018-12-08,3476.11474609375,92.15963745117188,,,,,,,,,,,,
2018-12-09,3614.234375,95.14205932617188,,,,,,,,,,,,
2018-12-10,3502.656005859375,91.68565368652344,2637.719970703125,1.1400948762893677,14.477999687194824,,,,,26.565000534057617,304600.0,15346.1611328125,9.788000106811523,0.5605000257492065
2018-12-11,3424.588134765625,88.94530487060547,2636.780029296875,1.1356538534164429,14.49899959564209,,,,,27.010000228881836,303226.0,15346.1611328125,9.885000228881836,0.5615000128746033
2018-12-12,3486.9501953125,90.59329986572266,2651.070068359375,1.1323105096817017,14.725000381469727,,,,,27.375,303600.0,15451.6650390625,9.885000228881836,0.5611000061035156
2018-12-13,3313.67724609375,86.53931427001953,2650.5400390625,1.1373459100723267,14.729000091552734,,,,,27.239999771118164,303750.0,15624.310546875,9.85200023651123,0.5703999996185303
2018-12-14,3242.48486328125,84.30829620361328,2599.949951171875,1.1363636255264282,14.512999534606934,,,,,27.079999923706055,300320.0,15470.8486328125,9.864999771118164,0.570900022983551
2018-12-15,3236.76171875,84.44081115722656,,,,,,,,,,,,
2018-12-16,3252.839111328125,85.26210021972656,,,,,,,,,,,,
2018-12-17,3545.86474609375,95.13382720947266,2545.93994140625,1.1305949687957764,14.638999938964844,,,,,26.674999237060547,297000.0,15576.353515625,9.829000473022461,0.5723000168800354
2018-12-18,3696.05908203125,101.11245727539062,2546.159912109375,1.1349835395812988,14.585000038146973,,,,,25.934999465942383,294500.0,15518.8056640625,9.652000427246094,0.569100022315979
2018-12-19,3745.95068359375,101.2685775756836,2506.9599609375,1.1375399827957153,14.70199966430664,,,,,25.920000076293945,293040.0,15566.7646484375,9.652999877929688,0.5570999979972839
2018-12-20,4134.44140625,116.21687316894531,2467.419921875,1.1389521360397339,14.753000259399414,,,,,25.1299991607666,290100.0,15413.298828125,9.64799976348877,0.5583999752998352
2018-12-21,3896.543701171875,109.49623107910156,2416.6201171875,1.1456853151321411,14.583000183105469,,,,,25.024999618530273,288000.0,14713.130859375,9.607000350952148,0.5476999878883362
2018-12-22,4014.1826171875,116.7594985961914,,,,,,,,,,,,
2018-12-23,3998.980224609375,130.7652587890625,,,,,,,,,,,,
2018-12-24,4078.59912109375,140.23800659179688,2351.10009765625,1.1372811794281006,14.701000213623047,,,,,,282640.0,14713.130859375,,
2018-12-25,3815.49072265625,129.84434509277344,,1.140393853187561,,,,,,,,13965.0078125,,
2018-12-26,3857.297607421875,131.86563110351562,2467.699951171875,1.1415525674819946,15.003999710083008,,,,,,294850.0,14033.6806640625,,
2018-12-27,3654.83349609375,116.57591247558594,2488.830078125,1.1361312866210938,15.190999984741211,,,,,24.614999771118164,298500.0,15016.8095703125,9.508000373840332,0.541100025177002
