"Date","Real Volume"
"2019-08-26","1890836532.8409936"
"2020-03-28","1887101966.206879"
"2018-01-03","1882910446.8215387"
"2020-09-17","1881268049.8915205"
"2020-05-29","1880767138.878217"
"2020-02-24","1875224182.7373168"
"2019-07-22","1870439259.5381043"
"2020-10-23","1869127391.4815383"
"2019-07-24","1862424842.8820732"
"2019-08-09","1861629426.460601"
"2018-02-27","1857442801.0735795"
"2019-06-06","1855892253.7851021"
"2018-02-10","1850234608.422204"
"2018-12-20","1849869666.9905303"
"2019-06-19","1839632949.8553255"
"2019-06-15","1836730549.0102339"
"2018-01-09","1835651014.9463403"
"2020-09-10","1835218710.8785622"
"2020-04-08","1832508394.5458746"
"2020-08-15","1828678762.3677378"
"2018-02-16","1826669282.1062865"
"2020-10-08","1815447236.0154"
"2020-10-02","1815392699.147799"
"2019-06-07","1814070211.6994486"
"2018-03-26","1812945882.832171"
"2018-07-24","1812492670.779558"
"2019-06-10","1812321921.2708304"
"2020-06-12","1811738892.773457"
"2020-10-16","1809393401.163955"
"2018-02-08","1808237061.850999"
"2020-02-05","1807076255.5136092"
"2020-06-09","1805856329.7856202"
"2019-05-18","1804757590.7786593"
"2020-03-05","1802395401.2592833"
"2020-02-11","1799860281.7703927"
"2020-05-26","1797215368.8786047"
"2019-10-29","1794706100.1814234"
"2020-01-28","1790516008.0121682"
"2020-06-26","1790021212.7001572"
"2020-06-03","1789072152.426296"
"2020-07-02","1786999137.0424664"
"2020-08-28","1780224865.9603415"
"2019-05-03","1776420418.5749693"
"2020-02-15","1774203627.934611"
"2020-06-17","1771827450.9925866"
"2019-05-10","1770352614.3379827"
"2019-06-02","1770037069.7101693"
"2020-09-28","1769262421.0785244"
"2018-03-16","1768769859.861697"
"2020-07-06","1768371722.2933583"
"2018-11-28","1767256477.883613"
"2020-03-02","1764867810.6655164"
"2019-06-01","1764020500.3167136"
"2020-05-31","1760494074.9994678"
"2019-06-13","1756182685.446067"
"2018-11-15","1756082335.8481703"
"2019-11-08","1754380515.2215548"
"2018-11-26","1752522156.8916225"
"2020-08-03","1751892984.3427715"
"2020-02-10","1751250203.5776308"
"2018-01-24","1738809858.8933983"
"2020-08-04","1737906394.8946924"
"2018-04-26","1735465940.8419447"
"2020-10-15","1733180019.6052268"
"2017-11-08","1732472460.3976872"
"2017-11-02","1731839325.1788034"
"2020-02-25","1731038761.3042676"
"2018-03-22","1729465222.7956934"
"2019-08-02","1727452856.2921479"
"2018-03-21","1726916608.1364467"
"2019-07-07","1721795449.6745815"
"2019-09-04","1716131321.3063931"
"2020-10-12","1714436941.6936977"
"2017-12-25","1713464824.9415612"
"2020-06-23","1710704756.0521934"
"2018-01-12","1710225889.150018"
"2020-07-21","1706665037.5705075"
"2019-09-02","1698913648.2189312"
"2019-09-30","1697017484.5616508"
"2020-03-03","1687753980.1306853"
"2020-02-12","1686782985.386109"
"2018-02-12","1686548122.3258553"
"2018-12-07","1685121408.1880069"
"2018-02-03","1684406192.1323683"
"2020-07-23","1683217111.5843222"
"2020-01-30","1682108660.6579888"
"2020-10-19","1681563706.058739"
"2018-01-07","1679641508.15302"
"2017-09-15","1675805470.646548"
"2019-11-21","1670680315.2858715"
"2020-02-06","1668180108.2414458"
"2020-09-22","1667519336.424349"
"2018-03-01","1666660112.0643606"
"2020-01-03","1666008414.9750226"
"2017-11-10","1664679551.681348"
"2019-07-21","1662158074.7671835"
"2020-09-23","1658785480.5026777"
"2020-04-27","1656216287.1831722"
"2020-08-20","1656062580.5619369"
"2019-04-11","1655656592.4595904"
"2019-08-04","1653263379.9845998"
"2019-04-26","1644043808.919166"
"2020-11-15","1643953830.9531777"
"2020-04-24","1640480016.691559"
"2019-07-31","1634318870.8036141"
"2018-04-20","1632904384.2355223"
"2018-01-31","1630627733.0896213"
"2020-10-13","1628148333.7955258"
"2019-05-07","1627194309.477194"
"2017-12-31","1627019897.758788"
"2019-10-09","1623460566.0698588"
"2020-10-10","1622806104.3409822"
"2018-05-14","1612527376.5330613"
"2019-08-13","1609204593.3256564"
"2020-09-09","1608263698.9104378"
"2020-09-25","1607676199.3532917"
"2020-10-25","1607463891.0945127"
"2020-08-31","1605546786.442418"
"2020-08-24","1601018921.6836078"
"2019-04-25","1599507107.1780462"
"2019-12-23","1597322822.9748733"
"2019-08-19","1595213979.970587"
"2019-04-08","1593819872.9365451"
"2017-11-13","1592844111.0230687"
"2019-06-11","1589458706.4114015"
"2018-12-19","1586891687.069206"
"2018-02-09","1579653310.97106"
"2018-03-23","1577801307.642899"
"2020-02-16","1575067811.794068"
"2019-04-04","1574520567.1134284"
"2019-06-09","1574197458.8733184"
"2019-08-01","1571251883.394584"
"2020-04-04","1570137254.694454"
"2020-08-08","1569504983.5734074"
"2019-10-30","1567304256.9920962"
"2019-07-25","1562854138.1799529"
"2020-04-12","1557512214.9647787"
"2018-03-02","1556891370.6948073"
"2018-05-03","1554296594.7428524"
"2020-10-06","1553061191.2201967"
"2018-03-27","1550056503.923595"
"2020-09-06","1546985193.2123992"
"2019-10-31","1546445652.561769"
"2020-02-20","1545161980.9895332"
"2020-06-18","1537653374.5694485"
"2020-03-26","1533721197.3469334"
"2017-12-04","1533204945.3392756"
"2020-04-14","1532860080.3431993"
"2018-03-03","1532323660.336488"
"2020-08-16","1532056500.537969"
"2020-07-08","1530683297.3561103"
"2020-10-09","1528047210.9530222"
"2019-08-29","1524825357.2318406"
"2018-01-15","1523927875.1551573"
"2018-04-01","1523612314.009557"
"2020-08-22","1522427971.7476895"
"2019-04-24","1517874976.626179"
"2020-02-14","1514827526.838972"
"2019-05-25","1512659541.3826118"
"2018-05-12","1508227433.8411577"
"2019-10-11","1504558558.4223144"
"2020-09-13","1502600506.262663"
"2020-06-20","1499945160.8861072"
"2019-11-29","1499709668.389156"
"2018-06-10","1499594642.9855385"
"2018-03-31","1497265181.5040867"
"2020-05-23","1494792823.6186123"
"2018-01-14","1493043537.9511738"
"2018-04-03","1491865803.9059753"
"2020-07-22","1491495984.8877048"
"2018-04-04","1490924270.7145202"
"2020-03-06","1488055161.8648167"
"2018-01-25","1487552695.7817063"
"2020-08-09","1486286538.8451784"
"2020-07-16","1485675225.252969"
"2018-03-17","1481055312.963768"
"2020-06-27","1480070007.070565"
"2020-04-26","1476415176.5912387"
"2020-11-01","1475881947.8416595"
"2019-04-23","1475566339.2722726"
"2019-08-22","1474388006.6476262"
"2018-04-21","1469646140.9928894"
"2017-11-27","1465899788.2680829"
"2018-11-21","1461640756.7402682"
"2018-02-13","1460092478.812616"
"2019-11-24","1458595766.0177119"
"2019-05-09","1454022497.6027846"
"2019-09-09","1448247435.7181387"
"2019-08-03","1448112862.0152843"
"2018-08-15","1442454888.1819003"
"2020-09-29","1440072984.6277845"
"2019-05-04","1439273327.9359689"
"2020-01-09","1438098624.1596448"
"2020-02-03","1436425405.9215198"
"2020-06-08","1436175525.0831711"
"2020-01-29","1434579748.8606555"
"2018-12-21","1433797002.35153"
"2020-09-11","1430730489.2729206"
"2017-11-16","1429574678.945686"
"2020-04-28","1427909200.3521738"
"2019-11-26","1427771793.3993182"
"2020-09-30","1420561098.462132"
"2018-02-11","1420171138.9783907"
"2020-01-27","1419571095.5724995"
"2020-08-30","1413218286.5409994"
"2019-07-29","1412572989.6256943"
"2018-05-23","1412478062.0202255"
"2018-03-05","1411336896.8502321"
"2019-09-27","1409854421.0445611"
"2018-08-22","1409291943.44115"
"2020-07-24","1408061875.163704"
"2020-09-18","1406006028.9962"
"2019-04-10","1400054997.1506329"
"2020-07-09","1396901602.1594532"
"2020-10-14","1396694044.0263612"
"2018-02-25","1388041930.6841846"
"2020-01-16","1387945861.1266532"
"2018-09-06","1386893298.5507011"
"2020-04-09","1384945813.6244419"
"2018-05-07","1382347413.0226297"
"2020-07-25","1379165432.4630392"
"2019-06-08","1378536951.8554764"
"2018-01-27","1377526056.8681505"
"2020-02-09","1377040895.6262057"
"2018-12-06","1375701195.8872156"
"2018-09-05","1373437449.456149"
"2020-04-15","1369049395.442365"
"2018-08-08","1368880545.7738001"
"2018-04-09","1368196051.8842206"
"2018-01-28","1366903313.640142"
"2018-10-11","1365414819.6285536"
"2020-03-29","1362307945.7364297"
"2020-03-31","1360455529.6500835"
"2018-03-24","1359662843.1549923"
"2020-01-06","1357343183.0288706"
"2019-11-04","1355467610.5677147"
"2018-11-29","1355035565.521862"
"2020-10-24","1347934067.1374307"
"2018-07-31","1343005762.920496"
"2017-11-26","1342070478.7769494"
"2018-07-18","1340399118.1736543"
"2018-03-04","1336266967.0656962"
"2019-12-01","1336045937.8841147"
"2017-10-13","1329749081.1056545"
"2017-11-17","1329564542.4569166"
"2020-04-17","1329511524.353365"
"2020-03-01","1328887652.4742622"
"2017-12-05","1328173813.537185"
"2019-10-07","1325907485.799718"
"2020-04-25","1323440077.8558621"
"2019-04-05","1323391870.923768"
"2019-11-01","1321552028.3159878"
"2019-12-05","1321334435.5197246"
"2020-04-21","1320434487.7965167"
"2019-11-15","1318639833.5942109"
"2018-04-16","1315562990.3845117"
"2018-11-30","1309506259.6387966"
"2018-12-24","1309173457.9814587"
"2020-01-23","1307560352.0187888"
"2018-04-27","1305430679.706391"
"2019-12-17","1303977549.5429294"
"2020-07-14","1301339503.064008"
"2018-01-13","1300838502.938994"
"2020-06-21","1299660512.602005"
"2019-10-01","1298191790.0216799"
"2019-08-20","1298104863.8544142"
"2018-04-05","1297626387.4798493"
"2018-06-22","1297483386.9106305"
"2019-07-28","1292537001.2024732"
"2020-09-20","1291407789.1497095"
"2020-07-13","1290794200.4163928"
"2017-12-02","1289007334.7709427"
"2018-07-25","1284612246.0711195"
"2020-01-11","1280981888.7571995"
"2020-02-04","1280498342.5080917"
"2017-11-21","1276436654.7253275"
"2018-04-28","1275128707.502971"
"2020-02-21","1270004723.6372135"
"2019-02-24","1268891150.8208668"
"2019-07-30","1262459608.173737"
"2020-07-01","1261308148.9774559"
"2020-04-22","1260293901.0171955"
"2020-01-31","1259180204.8823752"
"2018-09-21","1257157723.5739489"
"2019-04-06","1256556100.1848311"
"2020-03-07","1255808396.8960607"
"2018-04-02","1252922244.669151"
"2019-04-07","1252710657.7357252"
"2018-06-13","1252420084.2925086"
"2018-11-27","1249749549.197304"
"2018-05-05","1244872253.8873246"
"2020-10-05","1244736073.3065152"
"2019-12-19","1243903055.6478558"
"2020-08-29","1243673427.3872528"
"2020-08-23","1236582163.477373"
"2020-02-23","1234212477.2177494"
"2019-11-28","1234150558.312617"
"2018-05-08","1229448496.724182"
"2018-07-17","1227005214.5222661"
"2018-05-04","1224420782.5942822"
"2018-05-15","1219542518.5559883"
"2017-11-15","1218687943.6773744"
"2018-07-23","1218204431.7911618"
"2017-11-28","1217580733.5415943"
"2019-08-17","1215639084.7744563"
"2017-09-14","1212262344.8737638"
"2018-05-24","1210580400.7274654"
"2018-11-24","1209589240.5080445"
"2020-09-19","1208644057.5589054"
"2019-11-18","1208147314.6473222"
"2019-12-09","1207999269.0540879"
"2019-08-23","1203399781.674024"
"2018-08-14","1199767708.3449795"
"2020-06-13","1199437172.3187203"
"2019-08-11","1199303206.3648095"
"2019-07-26","1196179432.9006944"
"2020-03-04","1195082981.7049978"
"2019-04-09","1190460572.9555864"
"2018-05-10","1188625113.6418257"
"2019-11-05","1186770635.5201373"
"2019-05-08","1185009935.3496978"
"2018-05-06","1181090508.453617"
"2019-12-06","1178008486.976528"
"2017-11-06","1177260181.882898"
"2020-07-10","1175472118.0298324"
"2018-01-29","1174536185.0972793"
"2018-05-16","1170765944.2465434"
"2018-07-30","1167103128.1128414"
"2018-05-09","1162082175.8634956"
"2020-06-06","1160979566.8432138"
"2018-05-01","1158503291.969254"
"2019-08-24","1158010822.3299487"
"2018-01-01","1157008795.140794"
"2019-09-11","1156206790.2200577"
"2020-10-07","1152648790.3748367"
"2018-07-27","1151453356.8221395"
"2018-08-10","1150027650.9171987"
"2017-11-03","1132469425.9808452"
"2018-03-28","1131000930.2653506"
"2020-02-08","1130917594.6869848"
"2020-09-12","1130650996.9604816"
"2020-02-02","1127846645.2154815"
"2020-06-14","1125216806.2407944"
"2018-04-22","1124165940.193753"
"2019-11-23","1123295638.8288925"
"2019-09-05","1121241138.8194816"
"2017-11-11","1120384866.8251312"
"2018-04-29","1117077431.4239225"
"2019-12-16","1115670026.3441179"
"2018-11-23","1114776632.1771865"
"2019-08-27","1111072312.3985958"
"2020-02-29","1109735152.2290738"
"2019-04-17","1108131741.6106794"
"2019-10-10","1107186567.6087818"
"2020-07-20","1107007207.0390074"
"2020-02-07","1103063953.6811237"
"2019-09-23","1102948445.90668"
"2020-07-07","1102823599.5973797"
"2019-01-10","1102596449.270663"
"2020-07-03","1100407972.255923"
"2019-11-11","1098487135.3661604"
"2019-09-12","1097207854.6812406"
"2020-04-19","1090807592.081143"
"2018-08-01","1090730447.48684"
"2020-09-27","1090489308.334968"
"2018-06-14","1089589400.8483858"
"2019-04-12","1089369954.4537678"
"2020-07-15","1088313194.2199876"
"2018-03-25","1085825325.7102919"
"2018-07-26","1085181450.4780502"
"2019-09-10","1078360055.7901332"
"2019-04-22","1076498403.9179053"
"2020-09-26","1074637471.593262"
"2018-12-25","1072491557.8030206"
"2020-04-05","1071082295.6144632"
"2018-04-17","1069260468.6689345"
"2019-09-16","1064747125.1288779"
"2019-12-24","1062291854.5017792"
"2018-12-17","1057431051.723307"
"2019-05-06","1056660300.033661"
"2018-05-13","1049167792.5614915"
"2019-11-30","1045638723.2779137"
"2020-04-11","1045334246.2992823"
"2019-02-18","1042829301.8635596"
"2019-12-02","1042774187.9065713"
"2018-09-28","1040980572.8657652"
"2018-12-03","1040843320.2154033"
"2019-08-25","1039886931.9844398"
"2018-04-15","1039373912.224914"
"2018-07-20","1028554292.0243206"
"2020-01-18","1026919787.2227081"
"2019-08-30","1023274624.8196507"
"2018-04-19","1022783933.3127156"
"2020-01-24","1021761491.6246313"
"2019-09-28","1021327721.3343868"
"2018-05-29","1019031483.4871756"
"2018-08-09","1018489509.9184937"
"2018-08-03","1016853519.2744741"
"2018-04-18","1016584071.2338146"
"2019-09-13","1015234714.0055015"
"2019-11-06","1015196895.8819473"
"2018-04-14","1010635405.4736645"
"2018-04-30","1008428353.8013793"
"2018-04-23","1006648858.222833"
"2018-06-24","1004099766.9603677"
"2019-11-19","1003463217.9698473"
"2019-12-10","1003410731.9443489"
"2020-01-20","1002130655.7380192"
"2019-05-05","1000927497.886882"
"2019-11-12","997499593.5449076"
"2020-04-18","996453696.9809942"
"2020-10-11","993112585.6864607"
"2019-04-16","984885935.6126391"
"2019-12-12","984579776.366522"
"2018-12-04","982221823.805479"
"2020-06-30","980191636.3599291"
"2018-04-06","978507324.5013174"
"2019-11-07","978471706.8530339"
"2019-05-02","978146658.7620623"
"2019-04-18","977982179.5453094"
"2019-10-06","976900906.1682022"
"2019-08-18","974820423.3099772"
"2018-05-02","971274285.805534"
"2018-04-07","970440917.0890654"
"2018-08-07","969998703.6719047"
"2018-08-28","960549592.1965488"
"2017-10-12","956490798.138402"
"2018-12-18","955487347.5964385"
"2019-12-27","954556466.7377638"
"2018-08-13","945471067.9395404"
"2018-09-19","943962024.2211984"
"2020-07-05","943906138.0893774"
"2020-01-21","941036621.9129586"
"2019-02-19","937050156.9544008"
"2019-12-22","936086616.8700299"
"2018-08-11","931709892.5711803"
"2018-08-17","930999988.3726075"
"2017-11-09","928952832.1304367"
"2020-10-04","927868176.7690228"
"2019-09-29","927428983.9167459"
"2018-11-16","926571502.7070576"
"2019-11-10","919525233.159613"
"2019-04-29","918610766.462613"
"2018-09-25","918607547.4520772"
"2018-06-12","911509346.1134644"
"2018-12-08","910379684.0861741"
"2019-04-30","908104918.2406778"
"2019-10-03","903772460.3988887"
"2018-12-05","903518068.7004924"
"2018-05-17","902070162.3329624"
"2020-10-03","901935738.6864786"
"2018-09-02","899408575.367109"
"2019-04-21","898634112.3590459"
"2018-07-19","896731792.2649356"
"2019-08-12","892727460.1569648"
"2019-03-05","892070792.2363575"
"2018-08-04","890386759.452312"
"2017-11-25","889940337.8604035"
"2020-07-17","887660701.4096042"
"2017-11-01","887330810.9816911"
"2019-09-07","886678311.2596133"
"2020-01-05","886023962.8912098"
"2019-10-15","884556924.2281438"
"2019-03-08","879652648.7201157"
"2018-12-01","873649843.0499406"
"2018-12-28","872466564.8120792"
"2018-06-11","870123969.2038492"
"2019-09-18","869304324.8827364"
"2018-11-22","867851406.9555813"
"2018-05-25","866900250.0410768"
"2019-12-26","866651231.3690982"
"2018-08-16","864792238.5074472"
"2019-04-15","861415697.8768554"
"2020-07-12","861253295.3706452"
"2017-09-04","857685901.1397036"
"2017-10-24","855288731.9868712"
"2019-10-08","851566351.9422542"
"2019-09-20","849945965.9261006"
"2018-07-16","849945696.2480133"
"2019-04-27","849541013.7798882"
"2018-08-30","848614575.9851614"
"2017-08-15","847945283.4516754"
"2018-12-02","844992584.0389684"
"2019-04-19","841022090.3365536"
"2017-09-13","839750186.183741"
"2017-10-23","838786682.618015"
"2019-09-08","836498143.6825811"
"2019-03-04","833460554.2216201"
"2019-10-22","830488533.4121261"
"2017-11-24","829018514.6277211"
"2018-05-18","826009645.0603473"
"2019-10-23","823404954.7512889"
"2020-01-13","823241233.1684369"
"2017-10-18","820558186.7959558"
"2020-01-12","820193463.0904192"
"2019-02-08","818500212.6228893"
"2018-12-27","818156255.5190419"
"2017-10-20","816584743.2385134"
"2020-06-28","816549304.4710617"
"2019-09-17","813650837.3915429"
"2019-04-01","812083208.5161054"
"2019-11-14","810721329.886817"
"2019-03-29","810683730.7656944"
"2019-10-24","810206034.2235577"
"2020-01-02","809771607.7932746"
"2019-03-11","806903293.6075877"
"2020-10-18","804686626.7930851"
"2017-09-08","804496909.3901224"
"2020-10-17","803056954.2791656"
"2018-08-20","802641576.6246017"
"2018-06-05","800334510.8013896"
"2019-04-28","799007805.0317477"
"2019-03-07","797605485.0199637"
"2018-05-30","796944514.8569547"
"2019-12-03","795402948.3465827"
"2018-05-22","795242263.1411633"
"2018-08-24","790377283.8375138"
"2018-06-04","789880300.9765987"
"2018-12-23","788613005.4825749"
"2018-12-26","788112864.0031443"
"2017-11-14","787656067.6188097"
"2019-05-01","787245567.9408356"
"2017-11-20","785758976.10074"
"2018-07-10","785483522.1617553"
"2019-04-20","783979897.3495634"
"2017-11-05","782627487.4244915"
"2018-05-28","782570939.2964867"
"2017-10-29","782405715.2255088"
"2019-11-02","779483835.9978222"
"2019-09-14","777836216.4656167"
"2018-08-02","776918356.9579372"
"2020-02-22","774522230.0169187"
"2019-03-09","774221172.8297397"
"2020-01-22","772656423.8508184"
"2018-10-16","772594862.5935973"
"2019-11-20","771780971.2388852"
"2019-10-02","771313750.3371133"
"2017-09-02","769187659.54512"
"2019-11-03","768876144.6077588"
"2018-09-27","766245343.0256637"
"2018-06-29","766191796.3810216"
"2018-08-18","764566181.5375402"
"2018-05-31","764189889.2761958"
"2019-02-23","763764785.8993996"
"2020-07-18","758524321.8147924"
"2018-06-25","757616951.2440585"
"2019-10-18","757209043.6665854"
"2019-10-04","756725257.4305197"
"2019-03-27","756710202.319944"
"2019-12-20","755556498.6223726"
"2019-12-30","754627521.3402495"
"2019-01-08","753619474.9103773"
"2018-12-09","753026795.0606875"
"2020-01-26","752816047.7459816"
"2020-07-04","751020103.8597263"
"2018-08-29","748458254.7758869"
"2018-09-13","748091921.9143239"
"2017-11-04","748026700.5076083"
"2018-08-31","744803337.1532352"
"2018-12-22","744185412.9410825"
"2020-01-04","744081132.0494778"
"2018-09-04","742907260.8571988"
"2018-04-11","739852102.5273066"
"2018-12-10","739653985.0024172"
"2018-12-14","739042816.3206383"
"2019-04-13","738618698.8280871"
"2019-02-25","738077843.7646391"
"2018-09-07","736389441.0512706"
"2019-10-20","731998467.4241987"
"2018-09-01","731140282.3441743"
"2018-10-29","730300029.6779848"
"2019-09-22","729745233.0846381"
"2019-03-06","729472621.4557277"
"2018-11-07","726430877.3313315"
"2018-08-12","725227595.6253684"
"2019-12-11","725226302.5516828"
"2019-12-29","724704460.3161186"
"2018-06-18","724655682.2307104"
"2017-11-18","721707028.6913197"
"2018-07-02","721131624.9124163"
"2018-06-01","719320982.3163741"
"2019-04-14","718315120.0895343"
"2019-10-13","717235313.4789343"
"2019-09-21","714005987.5356368"
"2018-06-06","713437075.6981727"
"2018-04-10","713152806.782125"
"2018-07-12","712781432.6341795"
"2018-08-21","711755961.572296"
"2017-09-05","711729723.0929023"
"2019-12-08","710485047.674567"
"2017-11-19","707913551.5725905"
"2019-10-14","706686975.3188739"
"2017-11-07","706646774.2366621"
"2019-03-25","706466850.1443532"
"2018-08-23","705118999.8394635"
"2019-01-06","704656136.3004094"
"2018-06-15","704594370.1001016"
"2018-09-24","704449378.8130913"
"2018-10-03","704253376.9410428"
"2018-08-27","701245050.33755"
"2020-02-01","700066716.2273716"
"2019-10-21","699008165.7385447"
"2019-12-07","698683005.5214027"
"2018-04-08","698094817.0490203"
"2020-07-11","696782499.2435753"
"2018-07-05","696440515.1757423"
"2020-07-19","693256621.3758919"
"2018-12-13","691673220.4700251"
"2019-11-13","690902485.5051928"
"2017-09-16","690118841.09143"
"2019-02-27","689560112.2882044"
"2018-10-17","688927671.0581671"
"2018-10-18","686954956.2695513"
"2019-01-28","686651432.4975717"
"2018-12-29","685792411.7575423"
"2018-09-08","682424041.0124462"
"2019-03-16","681542391.0559648"
"2017-10-22","681507543.396312"
"2019-02-28","680522127.0515761"
"2019-11-09","679430868.8426524"
"2018-09-17","675261254.2570299"
"2017-10-31","673849157.4920248"
"2018-06-30","673334750.3654766"
"2018-05-21","673066012.2631344"
"2019-12-13","672939850.3825161"
"2017-10-15","671313730.1070535"
"2019-02-20","670750969.4537003"
"2018-09-03","670707831.1813405"
"2018-09-20","670657983.844343"
"2018-08-06","670305121.8479946"
"2018-11-08","665793311.518603"
"2017-11-23","664543450.6900358"
"2019-01-02","663974074.3506587"
"2018-09-26","663955089.0824317"
"2019-11-17","661665205.2173731"
"2019-12-28","659227081.5597069"
"2018-09-18","659188499.4849651"
"2018-09-11","657999470.7593821"
"2018-09-22","655778264.9655967"
"2019-12-14","654690291.19407"
"2017-08-22","652775199.2788974"
"2017-10-21","652367045.5065007"
"2019-01-11","648663158.7186245"
"2017-11-22","647005872.0766253"
"2018-09-14","640782516.3591057"
"2019-12-31","638734068.966136"
"2018-08-05","637103793.7180587"
"2018-12-31","636737020.0138497"
"2018-10-19","636412744.405588"
"2019-03-20","635774896.7772725"
"2019-01-14","635686128.5454124"
"2019-02-21","634611646.8196293"
"2018-07-03","633057418.6742748"
"2019-09-01","632817008.903702"
"2018-10-08","632411384.4548799"
"2018-10-02","631881198.4699364"
"2019-12-25","630248205.2976848"
"2018-06-03","629651265.0015787"
"2017-10-25","628248136.8032773"
"2018-12-11","627833381.250231"
"2018-09-29","624808197.3188691"
"2017-09-18","622856478.105217"
"2018-07-28","621748857.7007468"
"2018-11-09","619886489.9047339"
"2019-03-21","618580836.077829"
"2018-06-02","617775842.4366155"
"2019-10-17","617653276.1165777"
"2018-11-06","614735139.136685"
"2018-06-20","611560599.0820541"
"2018-07-22","611186485.6318369"
"2019-03-10","610673928.8073001"
"2019-03-30","609059733.8050891"
"2019-03-26","607903594.0380752"
"2018-07-04","606922233.2538711"
"2018-08-19","602432217.2650343"
"2019-03-12","601364329.9764543"
"2019-01-15","599908346.6316612"
"2018-12-12","597914518.665119"
"2018-12-30","596057657.3467569"
"2018-07-29","595057444.9184957"
"2019-12-15","594611672.4729815"
"2019-02-22","594293891.6003951"
"2018-07-11","591540186.5360051"
"2017-08-13","590932694.2101932"
"2018-09-12","588441704.2327424"
"2018-05-20","587921585.3897645"
"2018-06-19","587260228.2757757"
"2019-02-26","587210521.5121253"
"2019-08-31","585969863.0715247"
"2019-03-14","585907436.8843753"
"2019-01-07","584741046.0465603"
"2017-10-26","583601882.9035364"
"2019-01-04","583122567.8258827"
"2018-09-09","581220960.2817945"
"2018-07-13","580535349.3206474"
"2019-03-28","575595084.4409649"
"2018-09-10","575053957.4578269"
"2018-06-07","574784407.5970672"
"2019-01-09","573950698.0007267"
"2018-10-01","573388239.1323962"
"2020-01-25","571437432.9574815"
"2017-08-18","569805369.9468225"
"2018-06-28","568724260.4950769"
"2019-10-19","565523061.9611442"
"2018-10-12","565448811.4057038"
"2019-01-17","560998023.6898686"
"2017-07-20","559470001.3169907"
"2018-10-04","558416914.1460866"
"2018-10-31","557458464.6298914"
"2019-10-05","556131467.5960562"
"2019-01-16","555072163.5571456"
"2017-10-09","554578017.8032253"
"2019-09-15","554573626.8328367"
"2017-09-06","542785585.9911456"
"2018-11-17","542412630.4091203"
"2018-11-13","542136915.4733721"
"2018-10-23","538644745.0671335"
"2018-11-18","538557403.5797714"
"2018-06-08","537248937.0083059"
"2018-07-21","537049023.5798924"
"2019-01-05","536190035.0996314"
"2019-01-01","535644754.8231224"
"2019-01-20","535608150.1500499"
"2018-10-10","531916138.42218214"
"2018-07-09","531818542.33857924"
"2017-08-17","531645758.5678853"
"2019-01-22","530891826.6752731"
"2019-03-15","530138882.34233946"
"2018-11-04","529479724.8812219"
"2018-07-06","521721165.82578796"
"2019-03-23","520279613.524344"
"2019-01-03","519506478.70686996"
"2018-10-24","519232404.30390304"
"2018-09-23","519135942.8141423"
"2018-05-19","518437954.7910823"
"2018-06-26","517746520.4511597"
"2017-08-14","515910405.6386173"
"2018-05-26","515606314.47475135"
"2019-03-18","515579720.9870358"
"2019-01-29","515086218.93109447"
"2018-06-23","512385300.5257975"
"2018-06-27","511892120.3854527"
"2017-10-27","511322962.7821281"
"2018-09-30","509188545.8083188"
"2017-09-27","507385988.30584013"
"2018-10-30","505808225.44108164"
"2017-09-19","504801594.81177855"
"2019-10-12","504297606.153801"
"2018-11-05","502853870.374265"
"2017-06-15","501520808.07200885"
"2019-03-19","500369457.6392357"
"2017-10-10","497467306.5725701"
"2017-10-30","491940679.52203035"
"2018-10-25","490932678.74731016"
"2017-09-01","490776127.8166494"
"2019-11-16","490636325.5029821"
"2018-10-05","489509119.9092155"
"2018-10-22","488944011.4486711"
"2018-05-27","488582173.15449613"
"2019-03-31","485087452.6306177"
"2019-03-13","484526320.07610345"
"2018-06-21","484492896.61947626"
"2019-03-22","483293175.44598967"
"2018-10-20","481070408.6729053"
"2017-10-19","480554928.7969123"
"2018-11-12","479793310.3242382"
"2018-10-26","478819109.21117467"
"2018-06-16","477006643.82650614"
"2019-02-01","476353947.48407525"
"2017-09-03","475516719.61031306"
"2018-12-15","474910987.2568426"
"2017-09-12","474876639.0958569"
"2017-10-14","474801758.56387955"
"2019-01-30","474623930.64219"
"2018-08-25","474143677.97595143"
"2020-06-29","472498807.63320917"
"2019-03-24","472434627.8527783"
"2018-11-02","469929618.20349"
"2018-07-08","468605734.14915097"
"2019-03-01","468150228.5292455"
"2019-02-12","466539053.74664694"
"2017-09-10","462008363.9019478"
"2017-06-12","461480034.7060627"
"2017-08-16","458923712.1265697"
"2019-02-06","456894960.59602195"
"2018-11-01","456782948.84967625"
"2019-01-19","451784848.5716563"
"2018-07-15","451301807.6149461"
"2019-01-13","447443632.3292549"
"2018-08-26","445875874.32856894"
"2017-08-29","445540299.6645893"
"2018-07-07","445369340.9860144"
"2017-09-21","444585686.0341546"
"2019-02-11","443917982.8006713"
"2017-10-16","441343542.0216804"
"2018-12-16","440440880.4560482"
"2017-08-12","439383880.9841095"
"2017-10-17","439068853.9741602"
"2019-01-18","437967241.40039515"
"2019-03-02","437123734.2822854"
"2018-11-11","436287536.9161084"
"2019-02-17","433894510.33202"
"2018-06-09","433027072.3615776"
"2019-03-03","431799147.4714868"
"2019-02-13","430769492.64670885"
"2017-06-06","424731989.64032924"
